"doi","publication_date","title","journal","issn","publisher","member_id"
"10.1161/hypertensionaha.113.02204","2013-12-09","The Value of N-Terminal Pro-B-Type Natriuretic Peptide in Determining Antihypertensive Benefit: Observations From the Anglo-Scandinavian Cardiac Outcomes Trial (ASCOT)","Hypertension","0194-911X","Ovid Technologies (Wolters Kluwer Health)",276
"10.1016/j.canlet.2013.03.027","2013-08","SOX2 promotes tumor metastasis by stimulating epithelial-to-mesenchymal transition via regulation of WNT/ü¾¦¼-catenin signal network","Cancer Letters","0304-3835","Elsevier BV",78
"10.11646/zootaxa.3616.5.4","2013-02-22","On the ornithological collection of Friedrich Sellow in Brazil (18141831), with some considerations about the provenance of his specimens","Zootaxa","1175-5334","Magnolia Press",4913
"10.1007/s00299-013-1462-x","2013-05-30","Epigenetic mechanisms of plant stress responses and adaptation","Plant Cell Rep","0721-7714","Springer Science + Business Media",297
"10.1177/0284185113485068","2013-04-30","Accuracy of iodine removal using dual-energy CT with or without a tin filter: an experimental phantom study","Acta Radiologica","0284-1851","SAGE Publications",179
"10.1016/j.polymer.2013.01.018","2013-02","Three-dimensional simulations for the dynamics of dilute colloidal suspensions of ellipsoidal-like particles flowing in the bulk and near solid boundaries","Polymer","0032-3861","Elsevier BV",78
"10.1644/900.1","2013-06-12"," Panthera pardus (Carnivora: Felidae) ","Mammalian Species","0076-3519","Oxford University Press (OUP)",286
"10.1016/j.gie.2013.03.217","2013-05","Mo1469 What Is the Appropriate Strategy of Diagnosis of IPMN?","Gastrointestinal Endoscopy","0016-5107","Elsevier BV",78
"10.1103/physrevlett.111.077402","2013-08","Polarization Selection Rules for Inter-Landau-Level Transitions in Epitaxial Graphene Revealed by the Infrared Optical Hall Effect","Phys. Rev. Lett.","0031-9007","American Physical Society (APS)",16
"10.1109/lpt.2013.2245554","2013-02","IEEE Photonics Technology Letters information for authors","IEEE Photonics Technology Letters","1041-1135","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1001/jamainternmed.2013.93","2013-05-13","Serious Adverse Effects Can Occur With Minor Procedures","JAMA Internal Medicine","2168-6106","American Medical Association (AMA)",10
"10.1586/17469872.2013.835923","2013-10","Topical pimecrolimus in the treatment of genital lichen sclerosus","Expert Review of Dermatology","1746-9872","Informa Healthcare",3197
"10.1080/2150704x.2013.808777","2013-09"," Revisiting the shallow M w 5.1 Lorca earthquake (southeastern Spain) using C-band InSAR and elastic dislocation modelling ","Remote Sensing Letters","2150-704X","Informa UK Limited",301
"10.1080/02615479.2011.636421","2013-02","Exploring Social Work in Italy: The Case of University Training of Social Health Educators","Social Work Education","0261-5479","Informa UK Limited",301
"10.1080/00036846.2012.714071","2013-08","The US monetary performance prior to the 2008 crisis","Applied Economics","0003-6846","Informa UK Limited",301
"10.1002/app.38673","2013-01-22","Cover Image, Volume 128, Issue 2","Journal of Applied Polymer Science","0021-8995","Wiley-Blackwell",311
"10.1093/ojls/gqt015","2013-07-02","Chronic Temptation, Reasonable Firmness and the Criminal Law","Oxford Journal of Legal Studies","0143-6503","Oxford University Press (OUP)",286
"10.1007/s10895-013-1297-4","2013-09-27","Urea Based Dipodal Fluorescence Receptor for Sensing of Fe3+ Ion in Semi-Aqueous Medium","Journal of Fluorescence","1053-0509","Springer Science + Business Media",297
"10.1007/s13238-013-3902-3","2013-04-30","Heat shock cognate 71 (HSC71) regulates cellular antiviral response by impairing formation of VISA aggregates","Protein & Cell","1674-800X","Springer Science + Business Media",297
"10.1038/496300a","2013-04-17","Marine ecosystems: Overfishing in west Africa by EU vessels","Nature","0028-0836","Nature Publishing Group",339
"10.1126/science.339.6119.487-h","2013-01-31","Dissecting Microtubule Stability","Science","0036-8075","American Association for the Advancement of Science (AAAS)",221
"10.1016/j.matchemphys.2013.03.018","2013-06","Nanosize stabilization of cubic and tetragonal phases in reactive plasma synthesized zirconia powders","Materials Chemistry and Physics","0254-0584","Elsevier BV",78
"10.1177/0340035213486405","2013-06-01","Commonwealth of uncertainty: How British and American professional models of library practice have shaped LIS Education in selected former British Colonies and Dominions","IFLA Journal","0340-0352","SAGE Publications",179
"10.1021/es3021099","2013-03-19"," Can Hybrid Solar-Fossil Power Plants Mitigate CO 2 at Lower Cost than PV or CSP? ","Environmental Science & Technology","0013-936X","American Chemical Society (ACS)",316
"10.1016/j.ultsonch.2013.03.003","2013-09","Divergent reaction pathways for one-pot, three-component synthesis of novel 4H-pyrano[3,2-h]quinolines under ultrasound irradiation","Ultrasonics Sonochemistry","1350-4177","Elsevier BV",78
"10.1109/tase.2013.2277781","2013-10","Robust Free Space Computation for Curved Planar Bodies","IEEE Trans. Automat. Sci. Eng.","1545-5955","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1049/el.2013.1408","2013-09-12","Compact wideband lumped balun with out-of-band suppression using tail inductor","Electronics Letters","0013-5194","Institution of Engineering and Technology (IET)",265
"10.1111/1567-1364.12062","2013-08-12"," Pichia anomala 29X: a resistant strain for lignocellulosic biomass hydrolysate fermentation ","FEMS Yeast Research","1567-1356","Oxford University Press (OUP)",286
"10.7748/ns2013.05.27.39.12.s17","2013-05-29","Is this years increase in training places a positive sign or just a blip?","Nursing Standard","0029-6570","RCN Publishing Ltd.",4499
"10.1016/j.jaac.2013.08.003","2013-11","Correction","Journal of the American Academy of Child & Adolescent Psychiatry","0890-8567","Elsevier BV",78
"10.1016/j.elspec.2012.09.001","2013-06","Photoinduced K-shell hollow atoms","Journal of Electron Spectroscopy and Related Phenomena","0368-2048","Elsevier BV",78
"10.1111/eea.12151","2013-12-27"," Identification and expression profiling of Spodoptera litura OR18 , a gene with a potential role in olfactory recognition ","Entomol Exp Appl","0013-8703","Wiley-Blackwell",311
"10.3390/molecules181012561","2013-10","Antifungal Activity of Copaifera langsdorffii Desf Oleoresin against Dermatophytes","Molecules","1420-3049","MDPI AG",1968
"10.1109/tsg.2013.2263171","2013-06","Table of Contents","IEEE Trans. Smart Grid","1949-3053","Institute of Electrical & Electronics Engineers (IEEE)",263
"10.1055/s-0033-1351853","2013-08-21","Discovery of plant anti-inflammatory biomarkers by machine learning algorithms and metabolomic studies","Planta Med","0032-0943","Thieme Publishing Group",194
"10.1016/j.aap.2013.07.019","2013-10","Corrigendum to The expression of anger amongst Turkish taxi drivers [Accid. Anal. Prev. 56 (2013) 4250]","Accident Analysis & Prevention","0001-4575","Elsevier BV",78
"10.1088/0953-2048/26/10/105002","2013-08-20"," Cu diffusion in Nb 3 Sn internal tin superconductors during heat treatment ","Superconductor Science and Technology","0953-2048","IOP Publishing",266
"10.1007/s11894-012-0304-2","2013-01-12","An Update on the Hepatitis E Virus","Current Gastroenterology Reports","1522-8037","Springer Science + Business Media",297
"10.3329/jom.v14i1.13165","2013-04-17","Study of Conventional and Novel Risk Factors of Ischemic Stroke in Eastern India","J. Medicine","2075-5384","Bangladesh Journals Online (JOL)",1861
"10.1148/rg.336125105","2013-10","Identifying and Distinguishing Treatment Effects and Complications from Malignancy at FDG PET/CT","RadioGraphics","0271-5333","Radiological Society of North America (RSNA)",1577
"10.1042/bj20121332","2013-01-24","Probing the origins of glutathione biosynthesis through biochemical analysis of glutamate-cysteine ligase and glutathione synthetase from a model photosynthetic prokaryote","Biochem. J.","0264-6021","Portland Press Ltd.",288
"10.1089/gen.33.4.14","2013-02-15","Bioprocessing","Genetic Engineering & Biotechnology News","1935-472X","Mary Ann Liebert Inc",278
"10.3923/ppj.2013.154.161","2013-04-01","Evaluation of Combined Efficacy of Pseudomonas fluorescens and Bacillus subtilis in Managing Tomato Wilt Caused by Fusarium oxysporum f. sp. lycopersici (Fol)","Plant Pathology Journal","1812-5387","Science Alert",2297
"10.1016/j.jocn.2012.03.030","2013-02","Successful cranio-cervical fusion in a patient with Down syndrome","Journal of Clinical Neuroscience","0967-5868","Elsevier BV",78
"10.1016/j.jvs.2013.09.022","2013-11","Ambulatory Blood Pressure Changes After Renal Sympathetic Denervation in Patients with Resistant Hypertension","Journal of Vascular Surgery","0741-5214","Elsevier BV",78
"10.7863/ultra.32.8.1524","2013-07-25","Intrapericardial Rhabdomyoma Detected Prenatally","Journal of Ultrasound in Medicine","0278-4297","American Institute of Ultrasound in Medicine",4613
"10.1016/j.repbio.2013.04.005","2013-09","Within-laboratory and between-laboratory variability in the measurement of anti-mü¾¶¼llerian hormone determined within an external quality assurance scheme","Reproductive Biology","1642-431X","Elsevier BV",78
"10.1524/anly.2013.1179","2013-03"," On the ( M , ü¾¦¼ n ) method of summability ","Analysis","0174-4747","Walter de Gruyter GmbH",374
"10.1002/jssc.201300219","2013-07-17"," SPE-HPLC-MS/MS method for the trace analysis of tobacco-specific N -nitrosamines and 4-(methylnitrosamino)-1-(3-pyridyl)-1-butanol in rabbit plasma using tetraazacalix[2]arene[2]triazine-modified silica as a sorbent ","Journal of Separation Science","1615-9306","Wiley-Blackwell",311
"10.1016/j.jvolgeores.2012.04.023","2013-06","Rapid chemical evolution of tropospheric volcanic emissions from Redoubt Volcano, Alaska, based on observations of ozone and halogen-containing gases","Journal of Volcanology and Geothermal Research","0377-0273","Elsevier BV",78
"10.1055/s-0033-1348933","2013-06-06","CO-OP - Motorische Probleme kognitiv lü¾¦¼sen","ergopraxis","1439-2283","Thieme Publishing Group",194
"10.1016/s1873-9946(13)60497-3","2013-02","P476 Induction therapy with infliximab in children with moderate to severe ulcerative colitis","Journal of Crohn's and Colitis","1873-9946","Oxford University Press (OUP)",286
"10.1345/aph.1r343","2013-01-01","Pharmacotherapy Considerations in Patients with HIV and Psychiatric Disorders: Focus on Antidepressants and Antipsychotics","Annals of Pharmacotherapy","1060-0280","SAGE Publications",179
"10.3896/ibra.1.52.2.14","2013-04-01","Comments on: Varroa destructor: research avenues towards sustainable control","J. of Api. Res","2078-6913","International Bee Research Association",2259
"10.1016/j.eururo.2013.06.014","2013-09","Comorbidity Status Does Not Independently Predict Survival Outcomes After Radical Nephroureterectomy for Upper Tract Urothelial Carcinoma","European Urology","0302-2838","Elsevier BV",78
"10.1136/archdischild-2013-304675","2013-12-04","Making your way as an academic paediatric trainee in the UK","Archives of Disease in Childhood - Education and Practice","1743-0585","BMJ",239
"10.1111/1468-229x.12003","2013-04","Operation Market Garden: Strategic Masterstroke or Battle of the Egos?","History","0018-2648","Wiley-Blackwell",311
"10.1094/mpmi-04-13-0106-r","2013-11"," Biological Activity of the tzs Gene of Nopaline Agrobacterium tumefaciens GV3101 in Plant Regeneration and Genetic Transformation ","Molecular Plant-Microbe Interactions","0894-0282","Scientific Societies",1665
"10.1530/boneabs.1.pp445","2013-05-01","Effectiveness of the active metabolite of vitamin D in the treatment of postmenopausal osteoporosis","Bone Abstracts","2052-1219","BioScientifica",416
"10.1007/s10692-013-9517-x","2013-11","Effect of Tension on Strength Characteristics of Sewing Threads","Fibre Chemistry","0015-0541","Springer Science + Business Media",297
"10.2106/jbjs.cc.m.00159","2013-10-09","Pulmonary Embolism After Vertebroplasty with Use of Hydroxyapatite Blocks: A Case Report","JBJS Case Connector","2160-3251","Journal of Bone and Joint Surgery",845
"10.1016/s0306-3747(13)70146-5","2013-09","Cytec's sales improve but earnings decline in 2Q 2013","Additives for Polymers","0306-3747","Elsevier BV",78
"10.7196/ajhpe.203","2013-04-22","A model for community physiotherapy from the perspective of newly graduated physiotherapists as a guide to curriculum revision","African Journal of Health Professions Education","2078-5127","Health and Medical Publishing Group",4425
"10.1136/jramc-2013-000025","2013-03-01","Pelvic fracture-related urethral and bladder injury","Journal of the Royal Army Medical Corps","0035-8665","BMJ",239
"10.1177/0008429813491188b","2013-07-25","Introduction to ""Gnosticism"": Ancient Voices, Christian Worlds","Studies in Religion/Sciences Religieuses","0008-4298","SAGE Publications",179
"10.1007/s00031-013-9233-x","2013-07-10","Spin(9) geometry of the octonionic Hopf fibration","Transformation Groups","1083-4362","Springer Science + Business Media",297
"10.2478/amm-2013-0046","2013-01-01","Microstructure and Properties of Welds of Semi-Austenitic Precipitation Hardening Stainlees Steel after Heat Treatment","Archives of Metallurgy and Materials","1733-3490","De Gruyter Open Sp. z o.o.",1316
"10.1103/physrevd.88.025022","2013-07","OSp(1|4) supergravity and its noncommutative extension","Physical Review D","1550-7998","American Physical Society (APS)",16
"10.1002/cbdv.201390010","2013-10","Contents: C&B 10/2013","Chemistry & Biodiversity","1612-1872","Wiley-Blackwell",311
"10.1093/eurheartj/eht307.p414","2013-08-01","Blood transfusion per se does not impact survival in AMI patients. A propensity-score analysis from the French FAST-MI 2005 registry","European Heart Journal","0195-668X","Oxford University Press (OUP)",286
"10.1016/j.ijleo.2013.03.120","2013-11","Solgel derived ZnO nanoparticulate films for ultraviolet photodetector (UV) applications","Optik - International Journal for Light and Electron Optics","0030-4026","Elsevier BV",78
"10.1016/j.rehab.2013.07.188","2013-10","Coupled analysis of the kinetic data of gait and functional MRI of the amputee. A case of brain plasticity and late acquisition of gait from a patient with congenital lower limbs atrophy","Annals of Physical and Rehabilitation Medicine","1877-0657","Elsevier BV",78
